unit_number,time_in_cycles,op_setting_1,op_setting_2,op_setting_3,sensor_measurement_1,sensor_measurement_2,sensor_measurement_3,sensor_measurement_4,sensor_measurement_5,sensor_measurement_6,sensor_measurement_7,sensor_measurement_8,sensor_measurement_9,sensor_measurement_10,sensor_measurement_11,sensor_measurement_12,sensor_measurement_13,sensor_measurement_14,sensor_measurement_15,sensor_measurement_16,sensor_measurement_17,sensor_measurement_18,sensor_measurement_19,sensor_measurement_20,sensor_measurement_21,RUL
41,2,0.0016,0.0003,100.0,518.67,642.9,1581.93,1401.28,14.62,21.61,553.8,2388.02,9058.29,1.3,47.19,522.05,2387.98,8136.93,8.4116,0.03,391,2388,100.0,39.18,23.3782,121
6,82,-0.0034,0.0,100.0,518.67,642.88,1589.58,1404.85,14.62,21.61,552.75,2388.1,9058.71,1.3,47.42,522.03,2388.14,8134.67,8.4462,0.03,393,2388,100.0,38.85,23.2889,23
93,15,0.0011,0.0002,100.0,518.67,643.16,1588.87,1410.86,14.62,21.61,553.31,2388.11,9051.33,1.3,47.28,521.69,2388.09,8134.47,8.4412,0.03,391,2388,100.0,38.73,23.2643,229
72,113,-0.0026,0.0001,100.0,518.67,642.79,1583.1,1401.89,14.62,21.61,553.34,2388.06,9066.68,1.3,47.4,521.99,2388.01,8144.28,8.4634,0.03,393,2388,100.0,38.85,23.2831,18
60,3,0.0021,0.0003,100.0,518.67,642.61,1594.6,1407.97,14.62,21.61,553.23,2388.07,9051.91,1.3,47.26,521.52,2388.07,8134.11,8.4236,0.03,392,2388,100.0,39.03,23.3146,144
97,41,0.0036,0.0002,100.0,518.67,642.49,1590.02,1397.42,14.62,21.61,554.0,2388.06,9065.65,1.3,47.11,522.19,2388.04,8142.4,8.4189,0.03,392,2388,100.0,38.92,23.3763,93
62,182,-0.0038,0.0003,100.0,518.67,642.48,1583.44,1401.39,14.62,21.61,554.04,2388.05,9070.49,1.3,47.21,522.25,2388.05,8151.5,8.4193,0.03,393,2388,100.0,39.01,23.2803,50
7,140,0.0007,-0.0002,100.0,518.67,642.12,1584.77,1402.13,14.62,21.61,553.87,2388.05,9069.9,1.3,47.27,522.39,2388.0,8142.97,8.3911,0.03,391,2388,100.0,38.9,23.3563,20
8,122,-0.0028,0.0003,100.0,518.67,642.88,1590.47,1401.03,14.62,21.61,553.28,2388.12,9045.86,1.3,47.64,521.85,2388.1,8135.67,8.4187,0.03,394,2388,100.0,38.69,23.3147,44
61,55,-0.0002,0.0002,100.0,518.67,641.95,1580.0,1394.58,14.62,21.61,554.81,2388.02,9064.63,1.3,47.04,522.1,2388.01,8148.75,8.3858,0.03,391,2388,100.0,39.09,23.3662,104
82,158,0.002,-0.0001,100.0,518.67,643.3,1592.69,1417.74,14.62,21.61,551.82,2388.21,9046.82,1.3,47.95,519.79,2388.22,8128.91,8.5007,0.03,394,2388,100.0,38.49,23.1978,4
77,16,0.0011,0.0001,100.0,518.67,642.5,1591.25,1406.81,14.62,21.61,554.06,2388.05,9050.74,1.3,47.24,522.79,2388.05,8138.79,8.4574,0.03,394,2388,100.0,38.86,23.2908,146
72,96,0.001,-0.0002,100.0,518.67,642.54,1588.92,1404.93,14.62,21.61,554.31,2388.04,9061.27,1.3,47.42,521.8,2388.04,8144.56,8.404,0.03,392,2388,100.0,38.93,23.3508,35
53,110,0.0011,-0.0004,100.0,518.67,642.54,1588.99,1403.66,14.62,21.61,553.3,2388.03,9062.24,1.3,47.37,522.2,2388.03,8143.36,8.4261,0.03,393,2388,100.0,38.92,23.3268,54
18,38,0.0005,-0.0003,100.0,518.67,642.52,1583.98,1400.37,14.62,21.61,554.52,2388.01,9062.14,1.3,47.28,522.28,2388.06,8147.37,8.4223,0.03,393,2388,100.0,39.05,23.446,95
37,19,-0.0057,0.0004,100.0,518.67,641.74,1583.78,1401.99,14.62,21.61,554.31,2388.01,9045.18,1.3,47.33,522.34,2388.02,8138.24,8.4015,0.03,390,2388,100.0,38.97,23.3252,102
60,131,0.0028,0.0001,100.0,518.67,642.42,1585.51,1406.57,14.62,21.61,553.88,2388.11,9054.59,1.3,47.64,520.97,2388.02,8131.13,8.4617,0.03,393,2388,100.0,38.76,23.2356,16
96,34,0.0003,-0.0004,100.0,518.67,642.32,1580.36,1392.15,14.62,21.61,553.91,2388.03,9069.43,1.3,47.22,522.26,2388.01,8149.59,8.4256,0.03,391,2388,100.0,39.12,23.4184,63
33,9,-0.0004,0.0002,100.0,518.67,642.4,1589.47,1406.09,14.62,21.61,553.39,2388.07,9053.45,1.3,47.53,521.2,2388.13,8138.11,8.4467,0.03,393,2388,100.0,38.73,23.2534,41
81,111,0.0019,0.0003,100.0,518.67,642.75,1586.12,1411.95,14.62,21.61,553.62,2388.07,9063.73,1.3,47.36,521.97,2388.1,8151.51,8.4187,0.03,394,2388,100.0,38.8,23.3277,102
60,29,-0.0027,0.0003,100.0,518.67,642.4,1591.76,1405.16,14.62,21.61,553.51,2388.04,9056.54,1.3,47.27,521.43,2388.07,8137.43,8.4304,0.03,392,2388,100.0,38.68,23.2943,118
63,17,0.0007,-0.0002,100.0,518.67,642.15,1592.29,1407.6,14.62,21.61,553.86,2388.1,9048.07,1.3,47.49,521.54,2388.13,8136.13,8.4058,0.03,393,2388,100.0,38.83,23.3468,138
41,37,-0.0031,-0.0005,100.0,518.67,642.13,1587.81,1399.96,14.62,21.61,553.8,2388.04,9060.91,1.3,47.18,522.35,2388.06,8131.96,8.3979,0.03,391,2388,100.0,39.04,23.3519,86
45,56,-0.004,0.0001,100.0,518.67,642.77,1590.54,1394.92,14.62,21.61,552.79,2388.05,9055.73,1.3,47.68,522.1,2388.13,8141.01,8.4157,0.03,392,2388,100.0,38.94,23.1899,96
82,130,0.0004,0.0002,100.0,518.67,643.1,1592.09,1414.01,14.62,21.61,553.07,2388.14,9054.45,1.3,47.75,521.32,2388.13,8139.3,8.4539,0.03,393,2388,100.0,38.69,23.3103,32
12,3,0.0007,0.0002,100.0,518.67,641.88,1577.36,1394.32,14.62,21.61,554.43,2387.97,9054.4,1.3,47.35,521.78,2388.0,8139.77,8.3907,0.03,392,2388,100.0,39.11,23.3656,214
93,138,-0.0038,0.0003,100.0,518.67,643.0,1585.65,1406.06,14.62,21.61,553.81,2388.08,9058.41,1.3,47.67,521.14,2388.08,8139.88,8.4719,0.03,394,2388,100.0,38.8,23.2441,106
44,15,0.0002,0.0001,100.0,518.67,641.99,1590.52,1404.37,14.62,21.61,553.75,2388.05,9054.86,1.3,47.39,521.37,2388.06,8135.64,8.4352,0.03,393,2388,100.0,38.96,23.318,39
52,53,0.0009,-0.0005,100.0,518.67,642.39,1579.32,1394.45,14.62,21.61,553.84,2387.99,9055.17,1.3,47.17,522.05,2387.96,8145.2,8.4028,0.03,390,2388,100.0,39.14,23.4919,136
90,16,0.0011,0.0004,100.0,518.67,642.45,1583.36,1402.35,14.62,21.61,554.11,2388.04,9054.23,1.3,47.4,521.82,2388.05,8133.35,8.4216,0.03,390,2388,100.0,39.01,23.3104,130
29,83,0.001,-0.0001,100.0,518.67,642.04,1584.44,1405.66,14.62,21.61,554.31,2387.99,9056.81,1.3,47.32,521.99,2388.04,8136.51,8.4008,0.03,392,2388,100.0,39.02,23.3838,88
59,8,-0.0026,-0.0001,100.0,518.67,642.49,1589.11,1400.52,14.62,21.61,554.27,2387.96,9056.44,1.3,47.25,522.31,2387.99,8134.19,8.3944,0.03,392,2388,100.0,39.03,23.4092,86
35,53,-0.0013,-0.0003,100.0,518.67,642.93,1594.05,1410.64,14.62,21.61,552.99,2388.16,9051.32,1.3,47.68,521.5,2388.11,8123.56,8.461,0.03,393,2388,100.0,38.69,23.4316,145
89,114,-0.0056,0.0002,100.0,518.67,642.7,1586.55,1406.79,14.62,21.61,553.5,2388.09,9038.4,1.3,47.49,522.36,2388.15,8124.66,8.4505,0.03,394,2388,100.0,38.83,23.2838,63
60,120,-0.002,0.0,100.0,518.67,642.8,1586.05,1403.31,14.62,21.61,553.53,2388.09,9056.06,1.3,47.5,521.31,2388.09,8134.9,8.4192,0.03,392,2388,100.0,38.96,23.2688,27
42,92,0.0016,0.0005,100.0,518.67,641.85,1592.39,1399.67,14.62,21.61,553.79,2388.11,9044.14,1.3,47.41,522.23,2388.09,8135.72,8.3827,0.03,392,2388,100.0,39.06,23.3572,64
20,129,0.0011,-0.0003,100.0,518.67,642.4,1587.25,1412.72,14.62,21.61,553.43,2388.07,9057.59,1.3,47.44,521.34,2388.12,8144.11,8.4468,0.03,394,2388,100.0,38.7,23.2294,55
12,188,0.0022,0.0,100.0,518.67,642.76,1591.77,1406.78,14.62,21.61,553.49,2388.05,9062.89,1.3,47.4,521.55,2387.99,8142.65,8.3855,0.03,394,2388,100.0,38.97,23.3914,29
40,103,-0.003,-0.0,100.0,518.67,643.05,1595.16,1414.61,14.62,21.61,553.09,2388.13,9065.41,1.3,47.79,520.71,2388.19,8135.32,8.4547,0.03,394,2388,100.0,38.76,23.2035,30
29,143,0.0022,-0.0,100.0,518.67,642.48,1588.63,1397.9,14.62,21.61,553.5,2388.04,9060.51,1.3,47.35,522.02,2388.05,8145.05,8.4288,0.03,391,2388,100.0,38.94,23.291,28
46,13,-0.0005,-0.0004,100.0,518.67,642.48,1583.45,1403.37,14.62,21.61,553.82,2388.04,9068.07,1.3,47.32,521.67,2388.05,8141.99,8.4463,0.03,392,2388,100.0,38.87,23.2966,133
62,140,0.0025,0.0002,100.0,518.67,642.59,1579.69,1392.3,14.62,21.61,554.68,2388.0,9059.1,1.3,47.28,522.45,2388.0,8145.28,8.3876,0.03,391,2388,100.0,38.98,23.3264,92
77,3,-0.0019,-0.0001,100.0,518.67,642.29,1584.91,1400.6,14.62,21.61,553.91,2388.03,9044.31,1.3,47.38,521.77,2388.01,8136.34,8.4217,0.03,392,2388,100.0,38.89,23.3391,159
28,126,0.0003,-0.0004,100.0,518.67,642.91,1589.0,1411.36,14.62,21.61,553.82,2388.08,9059.84,1.3,47.49,521.72,2388.14,8134.2,8.4434,0.03,392,2388,100.0,38.7,23.1922,32
20,174,0.0009,-0.0003,100.0,518.67,642.9,1595.25,1412.24,14.62,21.61,552.47,2388.13,9064.66,1.3,48.0,520.57,2388.14,8143.32,8.4933,0.03,395,2388,100.0,38.55,23.1945,10
50,44,0.0041,0.0003,100.0,518.67,642.13,1589.21,1403.12,14.62,21.61,554.07,2388.05,9060.62,1.3,47.41,521.78,2388.1,8138.96,8.4199,0.03,392,2388,100.0,38.98,23.4039,30
30,59,-0.0032,-0.0002,100.0,518.67,642.67,1582.26,1401.55,14.62,21.61,553.01,2388.14,9044.21,1.3,47.34,521.79,2388.08,8124.61,8.4503,0.03,394,2388,100.0,39.06,23.3904,84
17,8,-0.0008,0.0005,100.0,518.67,642.23,1586.41,1394.14,14.62,21.61,554.7,2388.07,9069.44,1.3,47.31,522.04,2387.94,8143.2,8.4295,0.03,391,2388,100.0,38.98,23.487,157
60,20,0.0026,0.0003,100.0,518.67,642.84,1583.24,1404.84,14.62,21.61,553.89,2388.11,9060.89,1.3,47.45,521.67,2388.09,8133.45,8.4428,0.03,390,2388,100.0,38.95,23.2954,127
96,3,-0.0055,-0.0002,100.0,518.67,642.11,1581.83,1396.14,14.62,21.6,554.06,2387.98,9067.0,1.3,47.14,522.08,2387.98,8153.57,8.4216,0.03,390,2388,100.0,39.07,23.4109,94
81,23,-0.0014,-0.0003,100.0,518.67,642.41,1584.12,1404.21,14.62,21.61,554.32,2388.03,9064.1,1.3,47.22,522.45,2388.0,8146.25,8.3875,0.03,392,2388,100.0,38.93,23.3627,190
52,67,0.0015,0.0,100.0,518.67,641.74,1582.58,1400.2,14.62,21.61,554.54,2387.96,9063.15,1.3,47.32,522.62,2388.02,8134.95,8.3844,0.03,392,2388,100.0,39.22,23.5128,122
8,146,0.0041,0.0004,100.0,518.67,642.49,1584.2,1415.05,14.62,21.61,553.63,2388.13,9045.1,1.3,47.43,521.74,2388.07,8133.28,8.4469,0.03,394,2388,100.0,38.98,23.2518,20
91,218,0.0023,-0.0,100.0,518.67,643.36,1595.28,1419.85,14.62,21.61,552.01,2388.2,9053.53,1.3,47.76,520.65,2388.17,8126.72,8.4642,0.03,394,2388,100.0,38.61,23.3026,16
31,19,0.0037,-0.0002,100.0,518.67,642.39,1585.61,1396.85,14.62,21.61,554.03,2387.98,9068.32,1.3,47.18,522.12,2388.01,8148.79,8.3832,0.03,393,2388,100.0,38.93,23.3354,177
42,85,0.0011,-0.0002,100.0,518.67,642.52,1589.71,1402.1,14.62,21.61,553.97,2388.07,9055.67,1.3,47.21,521.93,2388.1,8131.05,8.406,0.03,392,2388,100.0,38.83,23.3616,71
85,2,-0.0032,0.0004,100.0,518.67,643.1,1597.43,1412.84,14.62,21.61,553.72,2388.08,9049.93,1.3,47.48,521.45,2388.14,8129.36,8.4007,0.03,393,2388,100.0,38.9,23.3456,32
67,5,-0.0007,0.0001,100.0,518.67,642.78,1593.66,1399.61,14.62,21.61,554.24,2388.03,9059.63,1.3,47.24,521.89,2388.0,8142.67,8.3973,0.03,394,2388,100.0,38.98,23.4154,66
71,15,-0.0051,-0.0001,100.0,518.67,641.85,1591.08,1399.81,14.62,21.61,553.85,2388.04,9062.82,1.3,47.37,522.33,2388.04,8143.26,8.3914,0.03,393,2388,100.0,39.16,23.412,53
7,44,-0.0005,-0.0002,100.0,518.67,641.86,1585.76,1402.05,14.62,21.61,553.91,2387.96,9056.69,1.3,47.28,522.32,2388.02,8141.06,8.4312,0.03,393,2388,100.0,39.07,23.2803,116
56,104,-0.0003,0.0,100.0,518.67,643.04,1592.55,1413.67,14.62,21.61,552.51,2388.19,9051.08,1.3,47.59,521.14,2388.21,8126.45,8.4717,0.03,395,2388,100.0,38.79,23.3495,32
76,119,0.0011,0.0004,100.0,518.67,641.98,1587.24,1406.52,14.62,21.61,554.33,2388.07,9066.16,1.3,47.22,521.96,2388.05,8145.02,8.3891,0.03,392,2388,100.0,38.88,23.3911,86
97,8,-0.0006,-0.0003,100.0,518.67,642.26,1586.01,1396.81,14.62,21.61,554.27,2388.01,9065.53,1.3,47.27,522.4,2388.0,8143.8,8.386,0.03,393,2388,100.0,38.94,23.4654,126
81,172,0.0007,-0.0002,100.0,518.67,643.09,1597.33,1421.6,14.62,21.61,552.91,2388.09,9071.21,1.3,47.74,521.22,2388.1,8146.08,8.4346,0.03,395,2388,100.0,38.68,23.3152,41
12,55,-0.0014,0.0004,100.0,518.67,642.06,1580.12,1397.72,14.62,21.61,554.8,2387.98,9051.56,1.3,47.18,523.14,2388.01,8134.08,8.3922,0.03,390,2388,100.0,38.91,23.4761,162
74,35,-0.002,-0.0001,100.0,518.67,641.98,1594.27,1404.06,14.62,21.61,552.71,2388.09,9056.36,1.3,47.12,521.73,2388.08,8135.96,8.4334,0.03,393,2388,100.0,38.78,23.3979,102
93,165,0.0037,-0.0001,100.0,518.67,642.88,1593.79,1412.98,14.62,21.61,552.65,2388.09,9061.5,1.3,47.61,521.25,2388.15,8142.81,8.4627,0.03,393,2388,100.0,38.69,23.2716,79
67,50,-0.0005,-0.0,100.0,518.67,642.39,1589.73,1399.25,14.62,21.61,553.69,2388.0,9058.81,1.3,47.31,522.89,2388.02,8138.64,8.394,0.03,393,2388,100.0,38.97,23.363,21
61,87,0.0047,-0.0001,100.0,518.67,642.35,1585.15,1400.01,14.62,21.61,553.91,2387.99,9069.08,1.3,47.1,521.82,2388.01,8150.66,8.4407,0.03,394,2388,100.0,38.68,23.2901,72
58,88,0.0016,0.0001,100.0,518.67,642.51,1585.99,1398.39,14.62,21.61,553.9,2388.06,9054.87,1.3,47.45,522.07,2388.12,8135.21,8.4136,0.03,393,2388,100.0,38.86,23.4126,88
52,158,0.0054,-0.0001,100.0,518.67,642.61,1582.18,1395.17,14.62,21.61,553.54,2388.04,9080.99,1.3,47.39,521.87,2388.02,8160.59,8.4321,0.03,394,2388,100.0,39.0,23.2917,31
16,107,-0.0035,0.0004,100.0,518.67,642.22,1589.82,1399.7,14.62,21.61,554.23,2388.01,9065.0,1.3,47.37,522.14,2388.0,8146.94,8.3991,0.03,392,2388,100.0,38.97,23.3557,6
77,128,0.0028,-0.0003,100.0,518.67,642.35,1591.07,1409.61,14.62,21.61,553.7,2388.16,9045.88,1.3,47.58,521.69,2388.12,8129.39,8.4418,0.03,393,2388,100.0,38.74,23.3146,34
82,38,0.0003,0.0002,100.0,518.67,642.71,1581.96,1403.17,14.62,21.61,554.2,2388.13,9062.6,1.3,47.3,522.01,2388.04,8142.61,8.4102,0.03,393,2388,100.0,38.86,23.2695,124
79,37,-0.0017,-0.0002,100.0,518.67,642.48,1585.09,1404.91,14.62,21.61,554.24,2388.07,9042.89,1.3,47.27,522.01,2388.1,8134.24,8.4199,0.03,393,2388,100.0,38.75,23.3479,64
16,55,0.0015,-0.0005,100.0,518.67,642.25,1585.08,1400.04,14.62,21.61,553.87,2388.02,9048.43,1.3,47.27,522.14,2388.03,8135.07,8.4129,0.03,391,2388,100.0,38.85,23.3574,58
20,63,0.0011,-0.0004,100.0,518.67,642.93,1592.72,1404.77,14.62,21.61,554.06,2388.05,9064.83,1.3,47.33,521.49,2388.08,8149.16,8.4246,0.03,392,2388,100.0,39.16,23.273,121
92,37,-0.0011,-0.0003,100.0,518.67,643.03,1588.48,1405.98,14.62,21.61,553.28,2388.1,9039.73,1.3,47.47,521.26,2388.14,8122.09,8.451,0.03,393,2388,100.0,38.83,23.2841,113
23,58,-0.0006,0.0,100.0,518.67,641.86,1575.59,1402.18,14.62,21.61,553.9,2388.0,9053.39,1.3,47.23,523.03,2388.05,8131.79,8.3628,0.03,392,2388,100.0,38.9,23.4347,72
7,151,-0.0015,-0.0002,100.0,518.67,642.47,1587.45,1396.21,14.62,21.61,554.01,2387.99,9066.95,1.3,47.39,522.08,2387.97,8143.83,8.4006,0.03,393,2388,100.0,38.94,23.4758,9
60,109,-0.001,-0.0005,100.0,518.67,642.58,1586.46,1404.69,14.62,21.61,553.82,2388.13,9054.61,1.3,47.55,520.81,2388.13,8140.65,8.4073,0.03,393,2388,100.0,38.79,23.2894,38
68,127,0.0019,0.0004,100.0,518.67,642.72,1588.78,1403.71,14.62,21.61,553.55,2388.07,9054.18,1.3,47.62,521.54,2388.14,8139.65,8.4654,0.03,393,2388,100.0,39.0,23.1938,60
18,129,0.0033,0.0003,100.0,518.67,643.03,1600.33,1419.21,14.62,21.61,553.25,2388.18,9053.74,1.3,47.63,521.23,2388.12,8136.17,8.4771,0.03,392,2388,100.0,38.66,23.2892,4
5,38,0.0007,-0.0002,100.0,518.67,641.97,1592.87,1407.46,14.62,21.61,553.36,2388.09,9051.75,1.3,47.47,521.13,2388.06,8135.49,8.4354,0.03,395,2388,100.0,38.82,23.3676,60
34,103,-0.0021,0.0005,100.0,518.67,642.05,1585.5,1391.25,14.62,21.61,554.45,2388.01,9061.9,1.3,47.17,522.04,2388.03,8143.25,8.4441,0.03,392,2388,100.0,39.19,23.3275,100
94,52,-0.001,-0.0003,100.0,518.67,642.66,1595.5,1406.07,14.62,21.61,552.98,2388.11,9056.52,1.3,47.53,521.62,2388.06,8139.81,8.4288,0.03,392,2388,100.0,38.72,23.2555,81
28,24,-0.0018,-0.0001,100.0,518.67,642.58,1587.05,1408.64,14.62,21.61,553.18,2388.12,9041.53,1.3,47.33,521.9,2388.09,8124.69,8.4034,0.03,393,2388,100.0,38.91,23.3406,134
51,30,0.0016,-0.0005,100.0,518.67,643.06,1590.48,1408.09,14.62,21.61,554.06,2388.05,9055.31,1.3,47.35,521.81,2388.08,8135.8,8.412,0.03,393,2388,100.0,38.85,23.3072,114
32,135,0.0007,0.0004,100.0,518.67,642.13,1584.81,1407.52,14.62,21.61,553.5,2388.02,9090.7,1.3,47.41,521.68,2387.97,8168.31,8.4811,0.03,392,2388,100.0,38.83,23.3617,10
80,52,0.0038,-0.0001,100.0,518.67,642.78,1587.06,1408.88,14.62,21.61,553.68,2388.04,9063.91,1.3,47.3,521.9,2388.06,8141.68,8.4522,0.03,393,2388,100.0,38.92,23.5039,81
61,31,-0.0065,0.0003,100.0,518.67,641.79,1590.45,1396.81,14.62,21.61,554.38,2387.99,9065.47,1.3,47.09,522.12,2387.95,8152.28,8.4216,0.03,392,2388,100.0,39.06,23.5083,128
88,13,0.0006,0.0001,100.0,518.67,642.3,1589.02,1405.86,14.62,21.61,553.85,2388.11,9035.54,1.3,47.51,521.33,2388.08,8118.19,8.4316,0.03,394,2388,100.0,38.89,23.2538,55
6,98,-0.0048,0.0004,100.0,518.67,642.7,1593.11,1405.7,14.62,21.61,553.38,2388.13,9052.52,1.3,47.5,521.19,2388.13,8132.06,8.4475,0.03,394,2388,100.0,38.91,23.2664,7
81,171,-0.0007,0.0003,100.0,518.67,642.96,1595.98,1413.74,14.62,21.61,553.09,2388.17,9075.41,1.3,47.61,520.82,2388.12,8150.7,8.4633,0.03,395,2388,100.0,38.65,23.2029,42
100,108,-0.0008,-0.0001,100.0,518.67,642.0,1588.06,1405.27,14.62,21.61,554.08,2388.1,9064.66,1.3,47.24,522.36,2388.06,8148.53,8.3822,0.03,392,2388,100.0,39.04,23.2742,90
46,53,-0.0001,-0.0001,100.0,518.67,642.09,1594.6,1407.78,14.62,21.61,553.99,2388.04,9069.72,1.3,47.3,521.89,2388.02,8144.63,8.4275,0.03,392,2388,100.0,38.79,23.3668,93
91,110,0.0009,-0.0002,100.0,518.67,642.86,1589.51,1408.74,14.62,21.61,553.14,2388.1,9046.92,1.3,47.57,521.59,2388.13,8131.74,8.4521,0.03,393,2388,100.0,38.77,23.1927,124
90,39,0.0023,-0.0,100.0,518.67,641.94,1587.37,1408.43,14.62,21.61,553.79,2388.07,9052.03,1.3,47.41,521.45,2388.09,8139.29,8.4504,0.03,393,2388,100.0,39.01,23.3395,107
49,67,0.0008,-0.0004,100.0,518.67,642.67,1578.93,1397.59,14.62,21.61,554.42,2387.99,9059.86,1.3,47.27,522.28,2388.04,8141.94,8.3747,0.03,392,2388,100.0,39.31,23.4776,236
11,64,0.0012,0.0002,100.0,518.67,642.74,1590.54,1405.17,14.62,21.61,553.43,2388.14,9044.4,1.3,47.65,520.83,2388.15,8126.64,8.4553,0.03,393,2388,100.0,38.94,23.2127,19
8,9,0.0002,0.0002,100.0,518.67,642.07,1590.66,1396.29,14.62,21.61,553.89,2388.1,9041.27,1.3,47.31,521.98,2388.08,8130.41,8.4033,0.03,393,2388,100.0,38.93,23.3139,157
74,27,-0.0014,-0.0002,100.0,518.67,642.17,1591.21,1407.62,14.62,21.61,553.41,2388.06,9061.83,1.3,47.4,521.85,2388.13,8138.39,8.3957,0.03,393,2388,100.0,38.87,23.3197,110
32,136,0.0039,-0.0003,100.0,518.67,642.43,1594.5,1401.67,14.62,21.61,554.02,2388.04,9097.55,1.3,47.37,521.32,2388.04,8173.66,8.4279,0.03,392,2388,100.0,38.86,23.3048,9
94,35,0.0022,-0.0005,100.0,518.67,642.52,1589.21,1400.67,14.62,21.61,554.0,2388.13,9058.02,1.3,47.59,521.75,2388.07,8148.26,8.4411,0.03,393,2388,100.0,38.62,23.2857,98
97,14,-0.001,-0.0004,100.0,518.67,642.67,1589.32,1398.37,14.62,21.61,554.25,2388.02,9068.3,1.3,47.18,522.46,2388.01,8148.0,8.3994,0.03,391,2388,100.0,38.94,23.4169,120
62,128,-0.0014,0.0001,100.0,518.67,642.06,1579.6,1405.95,14.62,21.61,554.72,2387.99,9053.05,1.3,47.11,522.32,2388.0,8137.34,8.3971,0.03,393,2388,100.0,39.04,23.401,104
33,49,0.0035,0.0003,100.0,518.67,642.49,1588.3,1405.91,14.62,21.61,552.96,2388.12,9060.38,1.3,47.54,521.48,2388.09,8134.43,8.469,0.03,394,2388,100.0,38.74,23.2763,1
7,1,0.0018,0.0002,100.0,518.67,642.61,1587.18,1399.82,14.62,21.61,554.58,2387.96,9062.5,1.3,47.19,521.87,2388.03,8144.16,8.4147,0.03,391,2388,100.0,39.04,23.3756,159
16,103,-0.0002,-0.0005,100.0,518.67,641.67,1589.41,1401.77,14.62,21.61,553.78,2388.04,9055.2,1.3,47.22,522.23,2388.08,8141.2,8.3942,0.03,393,2388,100.0,39.02,23.3454,10
34,179,-0.0019,-0.0002,100.0,518.67,642.91,1586.99,1412.3,14.62,21.61,552.87,2388.14,9054.48,1.3,47.7,520.67,2388.15,8136.48,8.4581,0.03,395,2388,100.0,38.83,23.2161,24
34,133,0.0005,0.0002,100.0,518.67,642.9,1589.73,1393.92,14.62,21.61,554.06,2388.03,9060.23,1.3,47.51,522.17,2388.0,8140.56,8.4136,0.03,391,2388,100.0,38.86,23.362,70
21,107,-0.0018,-0.0003,100.0,518.67,642.05,1586.75,1407.62,14.62,21.61,553.88,2388.09,9063.9,1.3,47.32,521.95,2388.03,8143.94,8.4253,0.03,392,2388,100.0,38.86,23.3013,41
15,37,0.001,-0.0003,100.0,518.67,642.43,1586.81,1405.77,14.62,21.61,554.68,2387.99,9048.19,1.3,47.28,522.44,2388.03,8139.57,8.3961,0.03,392,2388,100.0,38.87,23.375,39
17,146,-0.001,-0.0004,100.0,518.67,642.23,1589.52,1409.41,14.62,21.61,553.0,2388.04,9078.98,1.3,47.5,521.84,2388.0,8162.49,8.4607,0.03,395,2388,100.0,38.8,23.2995,19
10,84,0.0049,0.0003,100.0,518.67,641.63,1590.0,1402.0,14.62,21.61,553.63,2388.02,9059.98,1.3,47.15,522.36,2388.0,8144.48,8.3805,0.03,393,2388,100.0,39.08,23.4494,108
4,36,0.003,0.0002,100.0,518.67,642.39,1575.35,1408.04,14.62,21.61,553.7,2388.05,9050.39,1.3,47.34,521.42,2388.09,8133.06,8.4154,0.03,394,2388,100.0,38.89,23.3727,70
76,122,0.0002,-0.0005,100.0,518.67,642.11,1586.8,1411.35,14.62,21.61,553.69,2388.05,9066.81,1.3,47.33,521.73,2388.05,8147.54,8.4163,0.03,393,2388,100.0,38.99,23.432,83
55,47,0.0006,-0.0002,100.0,518.67,642.82,1584.67,1403.15,14.62,21.61,554.34,2388.07,9054.08,1.3,47.37,521.46,2388.04,8135.94,8.4415,0.03,393,2388,100.0,38.82,23.4026,66
53,76,-0.0017,0.0004,100.0,518.67,642.03,1588.58,1396.29,14.62,21.61,553.86,2388.06,9057.32,1.3,47.38,521.91,2388.05,8136.75,8.419,0.03,393,2388,100.0,38.93,23.3695,88
74,88,-0.0017,0.0004,100.0,518.67,642.3,1591.06,1407.87,14.62,21.61,554.48,2388.06,9057.09,1.3,47.34,521.66,2388.07,8141.27,8.4166,0.03,393,2388,100.0,38.74,23.3119,49
19,79,0.0013,0.0001,100.0,518.67,642.22,1581.07,1397.9,14.62,21.61,554.22,2388.06,9057.89,1.3,47.18,522.52,2388.04,8141.2,8.3665,0.03,392,2388,100.0,38.92,23.3216,56
35,124,0.0,-0.0003,100.0,518.67,643.24,1594.74,1408.3,14.62,21.61,553.1,2388.09,9054.37,1.3,47.65,521.15,2388.14,8143.06,8.4513,0.03,392,2388,100.0,38.81,23.2268,74
36,124,-0.0003,0.0002,100.0,518.67,643.02,1601.01,1424.61,14.62,21.61,551.9,2388.18,9066.02,1.3,47.84,520.14,2388.2,8135.81,8.498,0.03,394,2388,100.0,38.55,23.0717,2
10,62,0.0029,0.0005,100.0,518.67,641.5,1590.25,1405.38,14.62,21.61,554.37,2388.02,9071.16,1.3,47.15,522.14,2388.02,8138.93,8.4126,0.03,392,2388,100.0,38.77,23.4637,130
28,146,0.0008,-0.0004,100.0,518.67,642.46,1586.29,1403.65,14.62,21.61,553.44,2388.13,9053.09,1.3,47.52,521.8,2388.13,8136.74,8.4858,0.03,394,2388,100.0,38.96,23.239,12
